title,text
This year’s most popular Father’s Day gift just box full of gears and wires - The Beaverton,CANADA – Businesses across the nation are reporting that this year’s most popular Father’s Day gift is a nondescript cardboard box filled with gears and wires of various sizes that retails for $29.95.
MMIW commission insist they are very close to figuring out how office telephones work - The Beaverton,OTTAWA – After several months and over five million dollars spent the commissioners tasked with investigating the tragedy of missing and murdered indigenous women have assured Canadians they are almost done setting up their telecommunications system.
Amazing! Meet the vigilante garbage man who goes after the trash the city won’t touch! - The Beaverton,"In the city of Toronto, it’s estimated that only about 50% of waste is disposed of properly. It is believed this is mainly due to some of it being too hard to reach or too high profile to take out publicly."
National Post columnist retires to spend more time being snide with his family - The Beaverton,"TORONTO – After a long, fulfilling career as a screed-writer for one of Canada’s newspapers of note, columnist Eustace Tibbs has retired to spend more time disparaging his children."
Man wins Facebook argument by being last to post in thread - The Beaverton,"AURORA, ON – A local man is declaring victory after being the last person to post in a heated debate on a news story post to Facebook."
Family raises stolen pint glass to honour man who taught them how to not look drunk - The Beaverton,"OTTAWA – The children of the Cartwright family are raising a stolen pint glass this father’s day, to celebrate the man who taught them how to look not drunk."
Toronto's Trump Hotel renamed the James Comey Resort & Spa - The Beaverton,"TORONTO – In an effort to distance themselves from the controversy surrounding President Donald Trump, the owners of the Trump International Hotel & Tower located at Bay & Adelaide in Toronto have elected to change the name to the James Comey Resort & Spa."
Beaverton Remembers: The 2003 Blackout - The Beaverton, 
TTC plans radical initiative to improve weekend subway service with use of trains - The Beaverton,"TORONTO – At a press conference held at Kennedy Station, TTC CEO Andy Byford announced a bold new strategy to improve weekend subway service by using actual trains instead of buses."
City of Toronto announces street closures for Festival of Street Closures - The Beaverton,"TORONTO – As the 171st annual Festival of Street Closures approaches, the city has released a list of roads that will be inaccessible for the duration of the festival, and also for the rest of the summer due to construction."
Montreal celebrates 50th anniversary of 325th anniversary celebrations - The Beaverton,MONTREAL – Celebrations have already started for Montreal’s 50th anniversary of the 325th birthday celebrations since the city was first colonized by Europeans.
Quebec apologizes to citizens still trapped by 1998 ice storm - The Beaverton,"MONTREAL — A spokesperson for the governments of Montreal and the province of Quebec released official apologies, Sunday, to those still affected by recent weather disturbances, specifically the 1998 ice storm."
Marionette festival showcases this year's top nightmares - The Beaverton,MONTREAL — The 12th annual Puppet Theatre Festival (Festival des Casteliers) has arrived in Montreal to publicly showcase your most deep-seated fears. 
Guide To: Montreal - The Beaverton, 
Christy Clark and John Horgan agree to joint custody of British Columbia - The Beaverton,"VANCOUVER – Following weeks of political uncertainty in British Columbia, with no party winning a majority of seats in its most recent provincial election, Liberal leader Christy Clark and NDP leader John Horgan have finally agreed to joint custody of the province.

“Christy will get the province from Monday to Thursday, and John gets Fridays and the weekend,” said presiding judge Fiona Delaunay after a brutal six-hour hearing. “For Christmas you’ll swap every other year.”

Horgan was originally meant to take full custody of the province, with the backing of Andrew Weaver’s BC Greens, but Clark disputed the decision after deciding that she “wasn’t comfortable with only having visiting rights.”

“I don’t trust John to see after BC’s needs,” said Clark. “The province, and especially the government, are used to a certain standard of living and John simply can’t pull in those kinds of donations on his own. Do you think someone who only won 41 seats can really be a provider?”

Horgan has vehemently disagreed with the ruling, and was furious when Clark claimed that the province would “become confused” by him always having Weaver over, but has accepted it and plans to spend the next few weeks buttering BC up.

“We’re going to have some fun weekends, just me and little ole’ British Columbia,” said Horgan, sipping coffee from a prematurely purchased “World’s Greatest Premier” mug. “We’ll go on nature walks, get some ice cream, and I’ll throw in some subtle jabs about how Christy pays so little in support because she doesn’t love the province.”

Barring any changes in the agreement, BC will continue to reside with both Clark and Horgan until it turns 150 and can legally decide on its own who it wants to stay with."
White smoke billows from BC pot shops indicating a new government has been chosen - The Beaverton,"VANCOUVER – After nearly three weeks of waiting, white smoke has appeared from the many BC medical marijuana dispensaries indicating that a new Premier has been chosen."
Tourists line up to offer their children to famous local sea lion - The Beaverton,"RICHMOND, BC – Hundreds of tourists at Steveston Fisherman’s Wharf offered up their small children to the famous sea lion who performed an impressive grab of a small child on Saturday."
Used Vancouver ballot box now acting as a bachelor pad for $1700/month plus utilities - The Beaverton,"VANCOUVER – An empty ballot box for the provincial riding of Vancouver-Langara is now being offered as a bachelor pad for $1,700 per month plus utilities."
Yukoners generously sever toes to replace stolen one from Dawson City bar - The Beaverton,"DAWSON CITY, YT – In what many are describing as a grotesque act of kindness, hundreds of Yukoners have severed and donated their toes to replace the mummified digit that was stolen by a customer a few days ago."
Local family inadvertently drives across Yukon for entire weekend in search of elusive vacant campsite - The Beaverton,"WHITEHORSE – A Whitehorse family has inadvertently driven 3,700 km across most of the Yukon last weekend searching for a single, vacant campsite without success."
Trump announces tariffs on earthquakes originating from Canada - The Beaverton,"WASHINGTON – In response to the earthquake that originated in northern BC and shook parts of Alaska and Yukon this morning, US President Donald Trump has placed a 24% tariff on all cross-border seismic events."
Whitehorse bylaw officers given light armoured vehicles - The Beaverton,WHITEHORSE – The City of Whitehorse has unveiled new light armoured vehicles for its by-law enforcement members as an added safety precaution when dealing with the public.
REPORT: Jordan Peterson using Patreon money to defend free speech from atop new yacht - The Beaverton,"TORONTO – This week controversial University of Toronto professor Jordan Peterson assured supporters that their Patreon donations will be used in his continuing crusade against political correctness, and has unrelatedly placed the down payment on a 40-foot yacht."
University student working menial summer job unaware it will be permanent job after graduation - The Beaverton,"WINDSOR – A third year University of Windsor student working at a menial job for the summer months is unaware that after she graduates, she will return to the position permanently."
University revolutionary pretty sure intelligentsia won’t get purged this time - The Beaverton,"TORONTO – Two years into his undergraduate degree, local student Sam Taylor is convinced he won’t be one of the ones put up against the wall when the revolution comes."
‘I'm going to business school’ reports man who just gave up - The Beaverton,Toronto – Self identified failure James Octin has decided to go to University of Western Ontario for a Masters in Business Administration after giving up on all other possible options.
Acadia University: The Beaverton University Reviews - The Beaverton,Name: Acadia University
Dalhousie University: The Beaverton University Reviews - The Beaverton,Name: Dalhousie
OCAD University: University Reviews 2014 - The Beaverton,Name: OCAD University
Ryerson University: The Beaverton University Reviews - The Beaverton,Name: Ryerson University
NDP claim Liberals stole their idea to form majority government - The Beaverton,OTTAWA — NDP leader Thomas Mulcair has blasted the incoming Liberal government for stealing his party’s idea to form a strong majority government.
Sun newspapers still reporting Harper majority - The Beaverton,"Despite the results being posted two days ago, Sun newspaper outlets have steadfastly denied the existence of a Liberal majority government and have continued to assume Conservative leader Stephen Harper will carry on his mandate as Prime Minister."
90-year-old who has never voted proudly casts first ballot for Social Credit party - The Beaverton,"WINNIPEG – For the first time in his long life, habitual abstainer Jack Pilman will cast a ballot in a Canadian election, throwing his support behind the Social Credit party."
Conservatives unveil last minute attack ad accusing Justin of supporting Kansas City - The Beaverton,"TORONTO – In a last minute gamble for GTA seats, the Conservative Party unveiled a new attack ad over the weekend suggesting Liberal leader Justin Trudeau wanted the Kansas City Royals to defeat the Toronto Blue Jays in the ALCS."
World leaders divided on attending state funeral for Hawaiian pizza inventor - The Beaverton,"LONDON, ON – World leaders are already divided on whether they will be attending the state funeral on Monday for the controversial Canadian man who invented the Hawaiian pizza."
Theresa May forms coalition with Northern Irish Unionists after agreeing to re-invade the rest of Ireland - The Beaverton,LONDON – British Prime Minister Theresa May has secured a coalition government deal with the Democratic Unionist Party of Northern Ireland after promising to re-occupy the Irish Republic.
Jealous Macron angrily refreshing Trudeau-Obama coverage every five seconds - The Beaverton,"PARIS — The so-called “bromance” between former US President Barack Obama and Canadian Justin Trudeau has once again captured the world’s imagination, according to French president Emmanuel Macron, whom staffers say has been angrily refreshing coverage of the encounter every five seconds since yesterday."
"Canadian tourist causes chaos after replying ""I'm good"" to yes or no question - The Beaverton","CAPE TOWN, SA – A Canadian visiting South Africa has caused chaos by giving a polite, yet vague, non-answer to a question asked by a server at a local restaurant."
"Megyn Kelly, NBC to provide “much needed platform” to Holocaust deniers - The Beaverton","NEW YORK — After using the first two episodes of her nationally broadcast, Sunday night news magazine as a soapbox for scrappy underdogs Vladimir Putin and Alex Jones, Megyn Kelly and NBC News announced this week plans to provide a much needed platform for the most marginalized of all American voices, Holocaust deniers."
"Trump pulls out of climate change agreement in hopes climate will cave, give better deal - The Beaverton","WASHINGTON D.C. — President Donald Trump has announced that America will be withdrawing from the Paris Accord on Climate Change, a move which his administration says will force the climate to agree to U.S. terms."
Entire G7 waits for Trump to leave so they can start real summit - The Beaverton,"SICILY – After two days of shuffling blank papers and waving shiny objects, heads of state from G7 countries have begun preparing for the actual summit scheduled to commence after Donald Trump’s Saturday evening departure."
Nepotism in the White House: Jared Kushner now gets to shave the president’s back - The Beaverton,"DISTRICT OF COLUMBIA – In what critics have described as ‘blatant nepotism’, President Trump has empowered son-in-law Jared Kushner to be the person who shaves his back."
Canadians Learn About Gandhi and Serial Killer Gilles de Rais - The Beaverton, 
"September 28, 1972: Paul Henderson's goal causes World War III - The Beaverton",MOSCOW — Team Canada’s Paul Henderson’s game winning goal against the Soviet Union in the Summit Series has unleashed a nuclear apocalypse against the West.
Diefenbaker cancels Arrow program after discovering aircraft lacks cupholder - The Beaverton,WINNIPEG – Prime Minister John Diefenbaker has ordered production of Canada’s most advanced interceptor to cease after noticing the aircraft lacked cup holder capability.
"October 20, 1970: FLQ cell requires Bescherelle to write this week’s ransom note - The Beaverton",MONTREAL – Members of the Front de libération du Québec ‘Liberation Cell’ were forced to use a Bescherelle after struggling with their French grammar writing their weekly ransom note
Concussed Crosby tattoos 'you won the 2017 Stanley Cup' reminder on his torso - The Beaverton,"PITTSBURGH – In the early morning hours after winning his third Stanley Cup while suffering from what is at least his fifth concussion, Penguins captain Sidney Crosby was seen getting a reminder of his accomplishment tattooed on his body."
"Brampton man no longer ""the Tiger Woods of impaired driving"" - The Beaverton","BRAMPTON, ON – After the arrest of golf great Tiger Woods on a DUI charge on Monday, fans and friends of the four-time Masters winner have been dealing with disappointment- but none have been more disappointed than Brampton native Geoff Womack, widely known until this week as “the Tiger Woods of impaired driving”."
Hipster alcoholics excited for return of softball season - The Beaverton,"TORONTO – With the start of community softball, trendy drunks are once again rejoicing at being able to get hammered in public with total immunity."
Blue Jays players warned to not risk injury by trying any more 'baseball stuff' - The Beaverton,"TORONTO – Team Physician Dr. Jason Smith has warned the remaining healthy players on the Toronto Blue Jays not to try any more ‘baseball stuff’, as the risk of injury is too great."
Uber CEO replaced by sleep-deprived foreign student who really needs the cash - The Beaverton,"SAN FRANCISCO – After months of upheaval within the company, Travis Kalanick has stepped down as the CEO of Uber and will be replaced by a tired foreign student who has to pick up a few extra hours if he’s going to make rent this month."
Amazon acquires Whole Foods in bid to corner market on privileged white people - The Beaverton,SEATTLE — Online retailing giant Amazon (TSX: AMZN-Q)  announced this week plans to acquire supermarket chain Whole Foods (TSX: WFM-Q) in what company spokesman Larry Wilson acknowledged is an attempt to corner the global market on upper-middle class white people.
Sears Canada renames itself ‘Bombardier’ so government will bail it out of bankruptcy - The Beaverton,"TORONTO – Sears Canada has renamed itself to ‘Bombardier, Department Store Division’ in an effort to receive billions from the government and stave off declaring bankruptcy."
WestJet realizes it can expand its business by also flying east - The Beaverton,"CALGARY – After twenty-one years in the commercial aircraft industry, WestJet Airlines has finally started offering flights that fly in an eastward direction."
Caveman artist enters mammoth period - The Beaverton,"Chauvet Cave, FRANCE – The Cave art scene was abuzz this week with news that local cave art star Drog has officially dropped horses and entered his Mammoth period."
Old racist thinks racist kids have it too easy these days - The Beaverton,"Chatham, ON – Local pharmacist and long-time white supremacist Alex Robichaud has had it with the Southern Ontario alt-right community, declaring that young racists today have it “way too easy”."
Local dog spends weekend on couch binge-licking - The Beaverton,"KAMLOOPS – This past weekend saw Barkley, a Chocolate Labrador, spend nearly all of his waking hours on the couch, seemingly unable to stop cleaning his genitals with his tongue."
Portraits Of Canadiocity: Sarah Polley - The Beaverton, 
Bob the Angry Flower: Press This - The Beaverton,
Bob the Angry Flower: Revolt - The Beaverton,
Bob the Angry Flower: Rhetorical - The Beaverton,
Bob the Angry Flower: Bank Job - The Beaverton,
High school graduate taking year off to throw up in exotic locations - The Beaverton,"TORONTO – Local 12th grade student Lindsay Fleming is planning on taking a year off between high school and university so she can travel around the world, find herself, and puke up booze in beautiful foreign locales."
Man wondering if date special enough to shave shoulders - The Beaverton,"SAULT STE. MARIE, ON – Looking at his back in the mirror, a local man is pondering whether or not the date he is about to go on is special enough to merit shaving his shoulders."
Woman at gym can't find a non-weird place to do glute bridges. - The Beaverton,"KINGSTON, ON – Local fitness enthusiast Rebecca Lee is currently on her third lap around the gym, hoping against hope she’ll find a place to do glute bridges without an audience."
Local couple excited to invest time and money into pathetic garden - The Beaverton,"MONTREAL – As the seasons turn from frosty to fresh, Karen Monahan and Peter Hogeu are preparing to yet again begin work on their pitiful excuse for a garden."
Local man who owns kettlebell somehow still completely out of shape - The Beaverton,"CALGARY – After possessing a twenty-five pound kettlebell for over three years, Patrick Donaldson continues to lack anything that one could describe as fitness."
How to enjoy hot yoga when that heating panel could fall on you at any moment - The Beaverton,"Hot yoga is a great activity for your mind and body. Here’s how to get the most out of it, despite the fact that the large heating panels suspended from the ceiling could come down and crush you at literally any moment."
5 home remedies to keep that tick firmly embedded in your skin - The Beaverton,Got a tick and want to keep it firmly embedded into your skin for a while? Try these 5 home remedies that will help it stay firmly planted.
Guide To: The Human Body - The Beaverton, 
"EDITORIAL: If it wasn’t for our discrimination, Pride wouldn’t even exist - The Beaverton","As a Police officer, it is disappointing that the Toronto Police will no longer be marching in pride, in large part because we practically invented pride. If it wasn’t for our efforts raiding bathhouses, assaulting gay men and ruining their lives by prosecuting and publicly shaming them, Pride simply wouldn’t exist."
"If it wasn’t for our discrimination, Pride wouldn’t even exist - The Beaverton","As a Police officer, it is disappointing that the Toronto Police will no longer be marching in Pride, especially considering we practically invented Pride. If it wasn’t for our efforts raiding bathhouses, assaulting gay men and ruining their lives by persecuting, prosecuting and publicly shaming gay people, Pride simply wouldn’t exist."
"Raising the minimum wage will kill jobs, so we shouldn’t do anything and maybe also cut taxes - The Beaverton",By: Financial Columnist Mark Langshire
Do you really have to stare while I do this? - The Beaverton,By: A Dog
2014 Canadian Federal Budget Preview - The Beaverton,
Most frequent lies found on online dating profiles - The Beaverton,What are we lying about when trying to woo complete strangers for a date?
What are you dressing up as for Halloween? - The Beaverton,
Senator and MP Expense Claims 2012 - The Beaverton,The recent Senate expense scandal has raised many eyebrows on what Senators and Members of Parliament have been claiming for reimbursement. Above is a breakdown of what MPs and Senators have been spending for 2012.
LOTS OF JARS FULL OF APRICOT PITS. - The Beaverton,"LOTS OF JARS FULL OF APRICOT PITS.
Home-shucked. Also some diet pepsi cans full of watermelon seeds available. Call Jerry Gee, 519-555-8726"
ESSAY WRITERS NEEDED ASAP. BIG MONEY $$$$$. - The Beaverton,"ESSAY WRITERS NEEDED ASAP. BIG MONEY $$$$$.
Just kidding. Call Pete, 416-555-8312"
UNIVERSITY student seeking mannequin to come alive and be my girlfriend. - The Beaverton,"UNIVERSITY student seeking mannequin to come alive and be my girlfriend.
Serious calls only.
Inflatable love dolls OK. Call
Herm, 416-555-3764"
Is it time for Canada to legalize women? - The Beaverton,
SYRIA: Is it still a thing? - The Beaverton,
Have you seen my keys? - The Beaverton,
7 tips to prevent your house from smelling like shit - The Beaverton,
Wow! Donald Sutherland only allows Kiefer 20 minutes of Nintendo time every day! - The Beaverton,And you thought your parents were harsh! It turns out that Hollywood legend Donald Sutherland keeps a close eye on how much Nintendo son Kiefer is allowed to play each day before bed.
"QUIZ: Are you homophobic, Islamophobic or arachnophobic? - The Beaverton","With so many irrational fears out there these days, it’s hard to keep track of what you have an extreme, deep-seated aversion toward. So much that it can be damn near impossible to figure out if the revulsion you’re feeling is a fear of the cultural Other, fear of same sex coupling, or merely the fear of eight-legged crawling creatures that live by entrapping their prey and sucking the life out of it. Take this fun quiz to find out if you’re homophobic, Islamophobic or arachnophobic! "
We ranked these unbelievable facts and you’ll never believe which is number one - The Beaverton,"Of all the different type of information you can learn on the internet, Inspiring!, Amazing!, Change your life!, the best type is Unbelievable!. But with all these unbelievable facts it can be hard to tell which one is the most unbelievable! We ranked all of these unbelievable facts and you’ll believe which is number one."
Quiz: Can you guess which repressed memory caused your nightmare? - The Beaverton,It’s the classic psychology quiz you do at work! Can you guess which of your past experiences is trying to express it’s emotional payload subconsciously?
You just lit off a bunch of fireworks before realizing you were in the Art Gallery of Ontario. Can you save the priceless pieces of art? - The Beaverton,"You’ve just bought a whole mess of fireworks. The good kind, not the boring legal ones that you give to 4 year olds. You sneak around the alleys of Chinatown trying to find an abandoned warehouse so you can enjoy the pyrotechnics in solitude.You pry open a steel door at the back of a boring 1960’s building. You connect all the fuses together of the fireworks so they are timed so they will all explode simultaneously. You light them up and stand greedily by, ready for the cacophony of lights and sounds. As the flame from the fuse burns it down it illuminates Emily Carr’s Stumps and Sky you realise you are not in an abandoned warehouse but rather the Art Gallery of Ontario."
You magically turned into a bug! Can you live a happy and fulfilling life? - The Beaverton,"What’s a horrifying, insectoidal monstrosity to do?"
You have a chance to punch a Nazi. Do you take it? - The Beaverton,"You are just a normal, everyday person. But you have an opportunity to be something greater, something a little more Indiana Jonesy. Will you seize the moment and become the hero you know you can be? Will you punch a Nazi in the face?"
You just said something unintentionally racist. Can you get out of it? - The Beaverton,You’re not a racist (we assume). But you just said something that you realize came across super racist. Are you able to use your wits and guile to erase the social damage this will cause you? Click on to find out!
"QUIZ: Are you homophobic, Islamophobic or arachnophobic? - The Beaverton","With so many irrational fears out there these days, it’s hard to keep track of what you have an extreme, deep-seated aversion toward. So much that it can be damn near impossible to figure out if the revulsion you’re feeling is a fear of the cultural Other, fear of same sex coupling, or merely the fear of eight-legged crawling creatures that live by entrapping their prey and sucking the life out of it. Take this fun quiz to find out if you’re homophobic, Islamophobic or arachnophobic! "
Quiz: Can you guess which repressed memory caused your nightmare? - The Beaverton,It’s the classic psychology quiz you do at work! Can you guess which of your past experiences is trying to express it’s emotional payload subconsciously?
Quiz: Are you the Premier of New Brunswick? - The Beaverton,"Since the position was created in the 1840’s New Brunswick has had 33 premiers, of which you know none. Until someone comes forward and claims the title can you be sure that you are not the premier of New Brunswick? Take this quiz to find out if you are the leader of Canada’s eighth most populous province!"
Quiz: You think you’re better than me?! - The Beaverton,"I saw you giving me the eye from across the subway car! Yeah, I’m talking to you Mr. plaid shirt and blue jeans! Something about me amuses you or something? Take this simple quiz to find out if you think you’re better than me, big man!"
5 sundresses that are perfect to kick off chafing season - The Beaverton,"Hot weather means three things: fun, sun and the searing pain of seasonal chafe. Here are five trendy styles that say: there is literally a friction fire starting between my thighs:"
7 women whose brazen sexuality we find unsettling - The Beaverton,"We at the Beaverton Corporation believe in family values.  Here are seven women who pose a real threat to our values, which also happen to be the values of Canada."
6 juices as raw as your holiday family interactions - The Beaverton,"Whatever your family holiday breaking point looks like—whether it’s dropping bitter truths at the dinner table, screaming in a parked car, or punching through a lampshade—there’s a raw juice for that."
5 Christmas songs Jewish people love hearing non-stop for an entire month - The Beaverton,"Christmas is for everyone. No matter how hard you try, everyone has to deal with the most wonderful time of the year. The music of Christmas is so delightfully unavoidable that you can’t help but get those catchy tunes in your head, even if you’re a part of a religion and cultural group that denies the validity of its theological underpinnings. Here are 5 Christmas songs Jews love to hear playing over-and-over again starting basically on the day after Halloween until well past New Years."
How To: Go Camping - The Beaverton, 
How To: Own A Cat - The Beaverton, 
Guide To: Winnipeg - The Beaverton, 
How To Plan A Wedding - The Beaverton, 
Portraits of Canadiocity: Ted Cruz - The Beaverton, 
Guide To Endangered Species - The Beaverton, 
Prison & Politics - The Beaverton, 
Beaverton Reads - The Beaverton, 
The Beaverton Weekly Report: Donald Trump does Donald Trump thing. Will this be the Donald Trump thing that ends Donald Trump? - The Beaverton,"Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"The Beaverton Weekly Report: June 7, 2017 - The Beaverton","Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"The Beaverton Weekly Report: May 31, 2017 - The Beaverton","Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"The Beaverton Weekly Report: May 24, 2017 - The Beaverton","Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"Rejected Headlines: Episode 102, Eric Turkienicz - The Beaverton","Rejected Headlines is a podcast that interviews writers for The Beaverton about the worst stories and jokes they have ever pitched to the writers’ room. Ranging from the merely dumb to the morally detestable, the jokes on this podcast were never meant to see the light of day. But now, thanks to a strange breakdown in the editorial process, you get to listen to them! I hope we don’t regret recording these…"
"Rejected Headlines: Episode 101, Anthony Botelho - The Beaverton","Rejected Headlines is a podcast that interviews writers for The Beaverton about the worst stories and jokes they have ever pitched to the writers’ room. Ranging from the merely dumb to the morally detestable, the jokes on this podcast were never meant to see the light of day. But now, thanks to a strange breakdown in the editorial process, you get to listen to them! I hope we don’t regret recording these…"
Sports Unillustrated: Episode 109 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 108 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 107 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Sports Unillustrated: Episode 106 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Walking Tours: The Backrooms of The Royal Ontario Museum - The Beaverton,"From The Beaverton Podcast Network comes Walkabout, the first-ever free walking tour podcast! Featuring the smooth tones and British accent of Beaverton correspondent Marilla Wex, these walking tours get you up close and personal with some of the world’s most famous locations. If you’re one of the millions of people who’s sick of spending thousands of dollars a month on walking tours, Walkabout might just be the best thing that’s ever happened to you."
Walking Tours: The PATH - The Beaverton,"From The Beaverton Podcast Network comes Walkabout, the first-ever free walking tour podcast! Featuring the smooth tones and British accent of Beaverton correspondent Marilla Wex, these walking tours get you up close and personal with some of the world’s most famous locations. If you’re one of the millions of people who’s sick of spending thousands of dollars a month on walking tours, Walkabout might just be the best thing that’s ever happened to you."
Litre of Donair Sauce appointed as Nova Scotia finance minister - The Beaverton,"HALIFAX – In a move that has surprised many throughout the province, 1 litre of Donair sauce has been appointed as Minister of Finance and Treasury Board, taking over from Randy Delores."
Sports Unillustrated: Episode 108 - The Beaverton,"Beaverton writers Cathryn Naiker and Dave Barclay are sports experts. Sort of. Well, they’re working on it. Join them as they discuss all the biggest stories, plus a lot of talk about the ridiculous side of being a fan. From hot takes on the NHL trade deadline to a serious look at which athlete makes the best wine, they’ve got you covered."
Experts split as to whether NDP Leadership race currently underway - The Beaverton,"OTTAWA — This week researchers at the University of Ottawa admitted that, despite their best efforts, they were unable to conclusively determine whether an NDP Leadership race was currently taking place."
"Accused serial surrealist pleads ""rhinoceros"" - The Beaverton","OTTAWA – A man accused of eighteen counts of criminal absurdity and surrealistic acts, entered a plea in federal court yesterday claiming that he is “rhinoceros” of all charges."
Quiz: Can you guess which repressed memory caused your nightmare? - The Beaverton,It’s the classic psychology quiz you do at work! Can you guess which of your past experiences is trying to express it’s emotional payload subconsciously?
The Beaverton Weekly Report: Donald Trump does Donald Trump thing. Will this be the Donald Trump thing that ends Donald Trump? - The Beaverton,"Every week Beaverton editor-in-chief Luke Gordon Field assembles some of the country’s best comedians and writers to talk, mock and riff their way through the news of the week. Then he puts their knowledge to the test in a very important quiz where the winner gets absolutely nothing. Part panel show, part interview, the Beaverton Weekly Report is an hilarious look at what’s going on in the world around us. It’ll be just like watching CNN, only funnier and with fewer erectile dysfunction ads."
"Meet Trump’s powerful new advisor: his personal support worker, Mrs Ocampo - The Beaverton","A new player has appeared at the game-board of Washington, D.C., and is quickly positioning themselves as the power behind the throne."
Sears Canada renames itself ‘Bombardier’ so government will bail it out of bankruptcy - The Beaverton,"TORONTO – Sears Canada has renamed itself to ‘Bombardier, Department Store Division’ in an effort to receive billions from the government and stave off declaring bankruptcy."
RCMP to investigate white collar crime after discovering minorities commit these crimes too - The Beaverton, 
"Inspiring! When people told him he would never amount to anything, this bear went on to maul 15 people! - The Beaverton","We all love a good underdog story, but how about an underbear story?"
Canada’s new superiority complex shattered by cursory glance at CBC comments section - The Beaverton,"OTTAWA — In a crushing blow to its upcoming 150th anniversary celebrations, Canada’s emerging sense of comparative superiority to the United States was shattered this week, following a casual look at the comments section of literally any CBC article."
Andrew Scheer pepper sprayed while trying to photobomb wedding - The Beaverton,"OTTAWA – Mere moments after a mischievous smile spread across his face at the sight of a young couple taking wedding photos, a shirtless Andrew Scheer is rolling on the ground, grovelling and squealing in anguish."
This year’s most popular Father’s Day gift just box full of gears and wires - The Beaverton,CANADA – Businesses across the nation are reporting that this year’s most popular Father’s Day gift is a nondescript cardboard box filled with gears and wires of various sizes that retails for $29.95.
MMIW commission insist they are very close to figuring out how office telephones work - The Beaverton,OTTAWA – After several months and over five million dollars spent the commissioners tasked with investigating the tragedy of missing and murdered indigenous women have assured Canadians they are almost done setting up their telecommunications system.
Amazing! Meet the vigilante garbage man who goes after the trash the city won’t touch! - The Beaverton,"In the city of Toronto, it’s estimated that only about 50% of waste is disposed of properly. It is believed this is mainly due to some of it being too hard to reach or too high profile to take out publicly."
National Post columnist retires to spend more time being snide with his family - The Beaverton,"TORONTO – After a long, fulfilling career as a screed-writer for one of Canada’s newspapers of note, columnist Eustace Tibbs has retired to spend more time disparaging his children."
Man wins Facebook argument by being last to post in thread - The Beaverton,"AURORA, ON – A local man is declaring victory after being the last person to post in a heated debate on a news story post to Facebook."
Family raises stolen pint glass to honour man who taught them how to not look drunk - The Beaverton,"OTTAWA – The children of the Cartwright family are raising a stolen pint glass this father’s day, to celebrate the man who taught them how to look not drunk."
Toronto's Trump Hotel renamed the James Comey Resort & Spa - The Beaverton,"TORONTO – In an effort to distance themselves from the controversy surrounding President Donald Trump, the owners of the Trump International Hotel & Tower located at Bay & Adelaide in Toronto have elected to change the name to the James Comey Resort & Spa."
Beaverton Remembers: The 2003 Blackout - The Beaverton, 
